Name	Coefficient
PCF11	-0.003783
IRAK1	0.003777
PTPN14	-0.003755
SLC2A1	-0.003718
ZNF394	-0.003706
LIMK2	-0.003704
TSPAN4	0.003703
PPP1R14C	-0.003697
IFNGR2	-0.003688
AKAP17A	-0.003650
DDX60	-0.003626
PI4K2A	-0.003623
PSMC3	0.003621
NDEL1	-0.003611
CDC42SE1	-0.003610
PHF23	-0.003577
DLGAP4	-0.003575
IFI44L	-0.003570
HERC6	-0.003539
CISD3	0.003525
NFE2L2	-0.003501
NT5DC3	-0.003468
DNAJB6	-0.003452
DGKA	-0.003449
C15orf38	0.003448
NTHL1	0.003448
MAP2K4	-0.003402
TNFAIP1	-0.003398
DYRK1A	-0.003396
STK10	-0.003379
DNTTIP1	-0.003352
SMARCD3	0.003326
KCTD5	-0.003297
HSP90AB1	-0.003287
TOB2	-0.003250
UROD	0.003250
AKR7A2	0.003244
CTNNB1	-0.003244
H3F3B	-0.003231
ERI3	0.003211
SMG8	-0.003211
TUBG1	0.003173
AKIRIN2	-0.003166
C8orf33	0.003153
COMMD4	0.003152
ATPAF1	0.003131
IFIT3	0.003131
NUMB	-0.003106
PIP5K1A	-0.003106
ZCCHC6	-0.003100
SFXN5	0.003096
SIX4	-0.003094
CSRNP2	-0.003086
PELI1	-0.003059
NFKB1	-0.003058
ZFYVE1	-0.003055
GANAB	0.003052
ARL8A	-0.003043
EZR	-0.003036
ACBD3	-0.003033
OSBP	-0.003030
MRPS25	0.003015
ST6GALNAC4	0.003012
KRT5	-0.003002
FADS3	-0.003000
SLC41A3	0.002997
TAOK3	-0.002982
C18orf25	-0.002982
QDPR	0.002963
ENG	0.002956
TEX264	0.002954
SQSTM1	-0.002948
MAPK7	-0.002942
AKAP8L	-0.002878
PHB2	0.002857
GYS1	-0.002848
DIP2B	-0.002842
TLE4	-0.002835
YTHDC1	-0.002822
AK2	0.002815
LUZP1	-0.002814
OAS2	-0.002804
ARHGEF5	-0.002799
TMEM208	0.002767
MN1	-0.002750
RAB22A	-0.002735
POLR2A	-0.002734
FAM120B	-0.002713
YWHAG	-0.002698
TERF2IP	-0.002693
XBP1	-0.002692
UBR2	-0.002691
ZNF274	-0.002688
ACP1	0.002687
EPS15L1	-0.002679
EXT1	-0.002660
RBM5	-0.002654
ABAT	-0.002638
ZNF304	-0.002637
ZFHX2	-0.002625
ZNF805	-0.002548
MAD2L1BP	-0.002543
EPG5	-0.002523
MCL1	-0.002515
PSAP	0.002487
KDM4A	-0.002482
SIRPA	-0.002443
SMPD1	0.002410
FKBP4	-0.002323
CHMP1B	-0.002321
RIOK3	-0.002316
GRIA4	0.002314
WDR20	-0.002298
CCNK	-0.002275
NECAP1	-0.002269
CELF1	-0.002268
KIAA0319	0.002250
PTPN1	-0.002232
DDX5	-0.002219
PDAP1	0.002181
PICALM	-0.002138
IST1	-0.002115
RPSAP58	0.002062
MRPL24	0.002053
OS9	0.002026
NSFL1C	-0.002016
APRT	0.001990
HEXA	0.001940
UBAP1	-0.001880
RPL4	0.001734
PPP1R10	-0.001665
MAPK1IP1L	-0.001415
RAB7A	-0.001283
