!Sample_title	PI3K_1	PI3K_2	PI3K_3	PI3K_4	PI3K_5	PI3K_6	PI3K_7	PI3K_8	GFP_1	GFP_2	GFP_3	GFP_4	GFP_5	GFP_6	GFP_7	GFP_8	GFP_9	GFP_10	GFP_11
201955_at	9.746858	9.906514	9.83022	10.02076	9.853876	9.651772	9.651621	9.759022	9.790585	9.714957	9.762241	9.873998	9.806461	9.761116	9.702867	9.967549	10.00066	9.757375	10.136
201956_s_at	9.449887	9.574559	9.53665	9.517233	9.455437	9.428991	9.293334	9.5	9.242395	9.013066	9.170397	9.156021	9.09234	9.085011	9.052237	9.12103	9.181355	8.907011	8.928935
201957_at	6.140142	5.71792	5.99636	5.919278	5.83788	5.880939	5.813861	5.963095	6.625793	6.023034	6.672068	6.881529	6.966153	6.864548	6.762008	6.562982	6.49344	6.900149	6.939933
201958_s_at	4.126949	3.9336	4.024205	4.08313	3.927752	4.053217	3.910021	3.903677	4.050458	4.159634	4.308938	4.039894	4.218529	4.40571	4.106652	4.043658	3.992843	4.070076	4.048025
201959_s_at	7.699582	7.597977	7.786055	7.768055	8.086588	8.102676	7.913039	8.027629	8.719584	8.583706	8.800038	8.906907	8.670338	8.578448	8.597033	8.72142	8.375228	8.675822	8.347013
201960_s_at	7.973255	8.061307	7.945711	7.887665	8.277678	8.243094	8.122438	7.934868	8.650034	8.52971	8.708038	8.785736	8.563679	8.679295	8.65011	8.608232	8.741742	9.157319	8.856871
201961_s_at	7.776543	7.976691	7.865951	7.977797	7.732595	7.883224	7.568519	7.74929	7.726168	7.391324	7.047518	7.080966	7.134009	7.320618	7.281851	7.428178	7.438127	7.028871	7.106821
201962_s_at	4.801827	5.325069	5.277864	4.914845	4.977153	5.587818	4.970156	4.9535	4.723242	4.939682	4.819342	5.143073	4.796896	4.819342	4.645722	4.69654	4.70848	4.645588	4.766278
201963_at	9.098564	9.297295	9.414372	8.817533	9.025512	9.215501	9.256023	9.093581	8.189048	7.986511	8.515211	8.323659	7.938358	8.391529	8.311808	8.222298	8.381121	8.243971	8.560259
201964_at	6.073524	6.042513	5.854157	5.903516	6.048497	6.300768	6.057423	5.846989	6.274876	6.863072	6.828359	6.720289	6.888033	6.537057	6.84166	6.469216	6.717539	6.870675	7.170285
201965_s_at	6.462346	6.155882	6.412414	6.444026	6.499916	6.185728	6.310729	6.449129	6.85212	6.474386	6.789011	7.02415	7.053755	6.807789	6.775174	6.487257	6.395933	6.961408	6.561123
201966_at	9.72453	9.899756	9.798594	9.847873	9.808634	9.691203	9.741997	9.89818	9.559551	9.494453	9.564409	9.458001	9.398203	9.502977	9.49982	9.660897	9.745322	9.521263	9.390825
201967_at	6.626896	6.424958	6.228435	6.182957	6.466623	6.422976	6.335143	6.283158	6.781603	6.892064	7.133769	6.719751	7.377432	6.851868	6.76534	6.992815	6.795467	7.130282	7.220021
201968_s_at	9.151932	9.117043	9.250889	9.345629	9.383835	9.137768	9.010717	9.116804	8.841506	8.571159	8.722518	8.836229	8.684875	8.783709	8.534549	8.696898	8.744212	8.675054	8.78931
201969_at	4.581531	4.860136	4.619674	4.560409	4.426346	4.473498	4.417508	4.36494	4.469916	4.531874	4.618906	4.880274	4.499655	4.417803	4.435155	4.737993	4.791229	4.499039	4.695753
201970_s_at	8.540303	8.341591	8.409334	8.159873	8.342299	8.344812	8.305621	8.483549	7.489027	7.764775	7.693098	7.638851	7.730557	7.615993	7.606943	7.98046	7.789909	7.77369	7.812909
201971_s_at	8.505373	8.694182	8.609177	8.628581	8.144852	8.538201	8.558558	8.539038	7.554956	7.947516	7.2912	7.687161	6.852232	7.533563	7.207421	7.397306	7.611518	7.212364	7.054911
201972_at	9.729172	9.739229	9.747101	9.765238	9.918011	9.728662	9.783944	9.800709	9.029716	9.018379	8.899327	9.25247	8.896235	9.113384	9.297935	9.072142	9.205713	9.201963	8.987408
201973_s_at	9.855621	9.911661	9.868161	10.00362	9.933697	9.83604	9.806833	9.853394	9.752057	9.672381	9.657229	9.678179	9.847405	9.665973	9.6656	9.80869	9.764924	9.578836	9.771182
201974_s_at	3.937054	3.901068	3.856191	3.914845	3.867218	3.847974	3.888525	4.006452	3.951774	4.060917	3.842519	3.814288	4.108135	4.025605	4.047906	3.972169	3.914845	3.957654	3.888039
201975_at	9.162732	9.08898	9.179877	8.865499	8.922552	9.030971	9.064322	9.071541	8.844538	8.693801	9.04063	8.865294	8.79798	8.666543	8.907272	9.040379	8.956724	8.894714	9.112735
201976_s_at	8.687642	8.803503	8.665328	8.494704	8.8523	8.497878	8.734555	8.735272	8.951661	9.20238	8.946329	9.222383	9.043117	8.734933	8.98117	9.121507	8.933564	9.055522	8.983682
201977_s_at	5.196611	5.202702	4.799469	5.119434	5.277565	5.148654	5.169174	5.025248	5.730615	5.78748	5.767566	5.928981	6.042571	5.884547	5.853103	5.395509	5.657045	5.02307	6.01372
201978_s_at	6.709296	6.607871	6.628193	6.55644	6.50828	6.636477	6.858524	6.462866	6.825775	7.175439	7.039655	7.394309	7.539004	7.340228	7.251876	6.822051	6.968551	7.51204	7.144181
201979_s_at	5.331695	5.278103	5.384221	5.464595	5.317181	5.366783	5.387694	5.192963	5.467153	5.237607	4.986804	5.008102	4.965293	5.259385	5.21886	5.496294	5.007183	5.105825	5.065205
201980_s_at	7.785053	8.195212	7.899795	8.157135	7.954746	8.036055	7.767007	7.841968	7.22193	7.167176	7.130874	7.000613	6.751634	7.281218	7.140508	7.579062	7.549247	7.274662	7.313259
201981_at	4.233174	4.121913	4.167484	4.16714	4.214031	4.274421	4.286929	4.405576	4.260777	4.387872	4.500639	4.251755	4.086412	4.451198	4.171885	4.2882	4.265805	4.233174	4.192987
201982_s_at	4.103992	4.272369	4.25943	4.271037	4.268839	4.222879	4.148578	4.24983	4.466909	4.392109	4.462276	4.428208	4.288821	4.480174	4.522846	4.040439	4.308569	4.478236	4.427104
201983_s_at	11.7582	11.67264	11.8092	11.5596	11.6874	11.86193	11.97556	11.9394	12.62099	12.63867	12.59808	12.79738	12.70293	12.55758	12.65523	12.50745	12.46014	12.55713	12.65523
201984_s_at	10.2626	10.35581	10.39371	10.08864	10.07923	10.61937	10.79574	10.46307	10.78258	10.94036	10.73871	10.92648	10.94733	11.00359	10.90954	10.7298	10.7122	10.85313	10.82836
201985_at	5.554261	5.571453	5.520557	5.930666	5.574462	5.601314	5.682264	5.508171	5.258995	5.577137	5.675442	5.401062	5.462921	5.57764	5.586311	5.663808	5.752031	5.752424	5.375628
201986_at	7.578558	7.887752	7.912482	7.665605	8.121222	7.670854	7.614387	7.525177	7.955134	7.912482	8.321682	8.336923	8.050782	7.937308	8.18791	8.070345	7.730248	7.987082	8.335423
201987_at	8.464666	8.522053	8.613484	8.316135	8.690206	8.42592	8.584845	8.487769	8.685638	8.630844	8.810897	8.945364	8.741608	8.672563	8.674568	8.61484	8.685066	8.54794	8.749768
201988_s_at	6.491061	7.10975	6.771121	7.230913	6.649583	6.83296	6.613361	6.386317	6.252059	6.226325	6.492486	6.0099	5.872759	6.358665	6.304254	6.414639	5.955092	6.005576	5.947716
201989_s_at	7.867385	8.239074	8.249823	8.371385	8.123419	8.150377	8.0344	7.770806	7.704977	7.598193	7.894151	7.444767	7.342488	7.81528	7.732002	8.06974	7.616592	7.89565	7.61964
201990_s_at	4.754777	5.147064	4.867655	5.350729	4.882329	4.839931	4.998624	4.805349	4.508252	4.525716	4.52423	4.623695	4.534612	4.771755	4.386018	4.756479	4.677985	4.674997	4.709514
201991_s_at	10.24255	10.27475	10.25315	10.17257	10.1433	10.05311	10.22441	10.16798	10.17391	10.29284	10.20245	10.21219	10.14423	10.12738	10.18238	10.2523	10.22127	10.25315	10.4426
201992_s_at	7.086328	7.271439	7.502916	7.339172	7.250402	7.175441	7.224393	7.225462	6.840775	7.20377	6.781221	6.861421	6.463791	6.851412	6.973082	7.148555	6.967963	6.965986	6.770211
201993_x_at	10.58269	10.64326	10.56995	10.52179	10.31857	10.588	10.60889	10.44188	10.71772	10.85237	10.70557	10.55244	11.00404	10.71753	10.68264	10.82326	10.89373	10.8694	11.10389
201994_at	10.45878	10.28359	10.33085	10.37535	10.36473	10.36884	10.35978	10.2464	10.31164	10.34973	10.43663	10.26185	10.33644	10.3726	10.31538	10.54539	10.51648	10.50912	10.70945
201995_at	8.942942	8.771173	8.801208	8.978238	8.964468	9.044243	9.181082	8.986164	9.404305	9.327059	9.595387	9.247141	9.383455	9.501036	9.477848	9.431141	9.229431	9.267504	9.394899
201996_s_at	6.242132	6.015758	5.950195	5.714547	6.197854	6.26967	5.996127	5.893847	5.579136	5.053763	5.157866	5.422789	5.269274	5.109995	5.657638	4.995208	4.892518	5.466295	5.833424
201997_s_at	9.079533	8.801009	9.059731	8.807957	9.188827	8.905241	9.132914	9.049092	8.118919	8.237016	8.269536	8.432515	8.379262	8.298705	8.280011	8.183465	8.266653	8.312707	8.336101
201998_at	8.615756	8.484002	8.647754	8.633302	8.774527	8.671977	8.786338	8.763632	8.170455	8.212683	8.247754	8.146157	7.736948	8.200863	8.085598	8.115275	8.119247	8.192266	7.859687
201999_s_at	10.25242	10.50042	10.42003	10.63777	10.42196	10.27712	10.10727	10.35788	9.895444	9.808324	9.821358	9.733583	9.568966	9.789865	9.691445	9.89454	10.04082	9.682143	9.772343
202000_at	5.003632	5.588978	5.494744	5.563333	5.538596	5.216162	5.166605	5.137521	4.99069	5.087409	4.807058	4.66113	4.879404	4.605708	5.040974	5.112402	5.066864	5.211822	4.983712
202001_s_at	8.264782	8.418445	8.251227	8.347606	8.328339	8.291218	8.010368	8.324719	8.299809	7.961668	8.092327	8.048128	8.032169	8.208693	8.135767	8.238775	8.230191	8.184452	8.065402
202002_at	5.182076	4.800138	5.005987	4.896049	4.982237	4.637097	4.742362	4.871479	4.82224	4.830017	4.896049	4.820339	5.031007	5.099531	4.722141	4.887313	5.082422	4.822057	4.728001
202003_s_at	7.996058	8.13023	8.187381	8.273678	8.075757	7.742696	7.988062	7.984269	7.962116	7.903725	7.916026	7.607708	7.633299	7.865909	7.791426	8.036719	8.045748	7.684632	7.646827
202004_x_at	7.82608	8.164886	7.916241	8.273287	8.127756	7.899472	7.779904	7.859385	7.364079	6.949271	7.477997	7.093319	6.749161	7.045183	7.2918	7.504743	7.92117	7.6084	7.007113
202005_at	10.42805	10.11182	10.27235	10.12992	10.38022	10.33533	10.51802	10.45691	10.04166	10.09876	10.41431	10.19759	10.30531	10.08465	10.01398	9.801857	9.758138	9.772505	9.913222
202006_at	8.690325	8.592286	8.571896	8.716831	8.571928	8.792738	8.684794	8.593489	8.766037	8.692094	8.809757	8.824932	9.047764	8.778959	8.86783	8.864894	9.029896	8.876508	9.405158
202007_at	6.234619	5.413027	5.764757	5.312037	5.439761	5.456385	6.157139	5.943488	5.150605	5.040102	5.439582	4.812085	5.06155	4.594433	5.118986	5.08889	5.125436	4.894984	5.243598
202008_s_at	4.756711	4.609388	4.939812	4.517708	5.095119	4.620013	5.303954	4.838955	4.571133	4.498893	4.661025	4.347433	4.437407	4.428379	4.489484	4.628725	4.227396	3.979193	4.247691
202009_at	5.793936	5.394122	5.572161	5.301644	5.69049	5.596487	5.407902	5.539111	5.643728	5.787546	5.651616	5.647195	5.726586	5.500821	5.552757	5.49662	5.366356	4.869463	5.040454
202010_s_at	7.328878	7.678034	7.223853	7.388755	7.223853	7.161031	7.26482	7.191175	6.994201	7.185595	6.824973	6.747814	6.830073	7.032684	6.979799	6.901281	7.223853	7.243673	7.194706
202011_at	9.968089	9.737156	9.876851	9.855261	10.00652	9.953534	10.01148	9.967741	10.08468	10.08123	9.994118	10.30567	10.1931	9.978338	10.16582	10.02363	10.24036	10.13376	10.32256
202012_s_at	10.45511	10.36246	10.28234	10.19615	10.23678	10.51065	10.4928	10.52632	10.43134	10.47704	10.25611	10.59788	10.42958	10.79029	10.59558	10.49471	10.4664	10.5766	10.74971
202013_s_at	8.887624	8.850957	8.842447	8.89975	8.823395	9.275873	9.359324	9.261201	9.307318	9.42992	9.40836	9.579	9.494748	9.707651	9.587775	9.361054	9.668676	9.711438	9.491969
202014_at	9.297741	9.157701	9.176904	9.157043	8.919485	9.109821	9.466284	9.212947	8.911718	8.902009	8.372152	9.056559	9.062843	8.607165	8.865391	8.548729	8.380494	8.898535	8.438639
202015_x_at	4.0104	3.873797	3.845878	3.968913	4.0104	3.783363	3.74268	3.826872	4.064644	4.076674	4.267455	4.276026	4.218733	4.187602	3.999408	4.029161	4.145335	4.504034	4.348259
202016_at	8.928256	8.771873	8.776438	8.791821	8.526169	9.126526	9.281098	9.126526	9.077345	9.126526	8.881426	8.548352	8.987199	8.893885	9.135283	9.178139	9.234548	8.846017	9.188395
202017_at	8.660131	8.562168	8.713243	8.470999	8.675444	8.742809	8.94166	8.844955	8.091372	8.087954	8.220591	7.873946	8.015181	8.168261	8.01123	7.649065	7.555606	7.45827	7.686113
202018_s_at	6.09091	5.593402	5.882586	5.629478	6.068008	5.57794	5.776789	6.047181	6.003832	6.550489	6.729764	6.341248	6.823982	6.164894	5.824797	5.922765	6.476388	5.88044	6.621672
202019_s_at	6.896992	7.313409	7.072775	7.441462	6.849963	7.321324	7.107406	7.380678	6.336555	6.302123	6.615373	6.16091	5.821634	6.614336	5.94706	6.164569	6.721836	6.459697	5.914018
202020_s_at	8.456871	8.59919	8.636666	8.780706	8.692772	8.607461	8.668086	8.485227	8.021766	7.851104	8.098366	7.955604	7.580305	7.915017	8.117701	8.219534	8.162559	8.117765	7.985494
202021_x_at	11.2699	11.65713	11.52538	11.78689	11.60067	11.42188	11.3861	11.47213	11.35218	11.40706	11.27242	11.31712	11.30669	11.39875	11.48094	11.50402	11.4805	11.48661	11.25422
202022_at	6.914612	7.02341	7.229772	7.088807	6.869385	6.863278	6.684815	6.914163	5.649745	5.61887	5.365828	5.311775	5.354435	5.336235	5.205026	4.903005	5.331895	4.914196	4.839011
202023_at	8.871014	8.808974	8.805081	8.867811	8.761472	8.865088	9.079921	8.929007	9.141551	9.36557	9.132621	8.925536	8.918634	8.97865	9.304923	9.227233	9.28288	8.991505	8.947996
202024_at	7.966482	8.067183	8.025889	8.067299	7.848195	7.899472	7.934979	8.086699	7.766428	7.777753	7.668982	7.52424	7.613329	7.795959	7.621704	7.737062	7.745041	7.379046	7.151506
202025_x_at	6.196688	6.090031	6.258059	6.557114	6.078018	6.080103	6.226221	6.358089	6.321383	6.198304	6.413584	6.344174	6.444028	6.407987	6.142009	6.770852	5.991324	5.97213	5.932602
202026_at	6.762693	6.955527	6.63221	6.968681	6.729689	6.900117	6.636726	6.810852	6.52575	6.245677	6.215367	6.459886	6.068865	6.171096	6.229688	6.290038	6.354704	6.264705	6.100704
202027_at	7.631546	7.385847	7.476139	7.465757	7.495664	7.769926	7.701073	7.796835	7.659152	7.716047	7.727911	7.61199	8.139504	7.866535	7.843112	7.309683	7.572549	7.524057	7.683511
202028_s_at	6.868302	6.394768	6.665642	6.34465	6.297904	6.484345	6.623693	6.45642	6.829308	6.650588	6.60191	6.249981	6.477565	6.540154	6.818169	6.937239	7.083658	6.169729	7.264995
202029_x_at	11.84621	11.77649	11.75174	11.83729	11.7288	11.65814	11.68211	11.69696	11.71646	11.69111	11.63158	11.59118	11.55403	11.47545	11.56511	11.75924	11.71298	11.66285	11.53284
202030_at	6.115283	6.287844	6.277844	6.30993	6.570163	6.240987	6.013199	6.119088	5.70072	5.818172	5.655951	5.558119	5.515401	5.724055	5.717464	5.892257	5.598064	5.2781	5.435203
202031_s_at	6.811564	6.799407	6.61258	6.952998	7.067294	6.590264	6.823695	6.748209	6.748209	6.698009	6.676459	6.701182	6.826898	6.923141	6.669124	6.910861	6.443803	6.215997	6.49987
202032_s_at	7.499889	7.16881	7.24129	7.116546	7.222304	7.27937	7.338538	7.341225	7.199738	7.27807	7.416489	7.28848	7.268147	7.423533	7.434687	7.014634	7.330173	7.23709	7.329668
202033_s_at	8.744894	8.757551	8.776403	8.757251	8.606562	8.549616	8.657051	8.431127	8.638544	8.580093	8.746746	8.632914	8.542694	8.401478	8.650976	8.586815	8.594891	8.597376	8.920586
202034_x_at	6.348642	6.363888	6.267075	6.62816	6.403775	6.531284	6.302345	6.232482	6.421631	6.259154	6.218126	6.358232	6.110104	6.146175	6.270218	6.702141	6.815048	6.581906	7.095195
202035_s_at	6.69925	6.518701	6.529689	6.855927	6.776238	6.912377	6.751532	7.062872	5.969293	5.560897	6.034157	5.673487	5.644313	5.980709	5.93944	5.884991	5.543338	5.611485	5.566217
202036_s_at	7.343509	7.429258	7.350077	7.356629	7.444583	7.652379	7.607058	7.618268	7.321043	6.843987	6.902976	6.885827	6.846706	7.14827	7.305893	6.879713	6.835854	6.791263	7.137842
202037_s_at	9.489058	9.039495	9.321189	9.121146	9.519632	9.379011	9.572347	9.305399	9.162537	9.063985	9.243114	8.533916	8.883306	9.077763	9.201107	9.135128	8.935003	8.932927	9.023298
202038_at	8.772847	8.73827	8.724339	8.431991	8.609689	8.826943	8.931674	8.863284	9.015578	9.024499	9.173057	9.314882	9.305353	9.225648	9.191861	9.181564	9.231136	9.216225	9.353759
202039_at	6.87994	6.737532	6.773355	6.355483	6.833694	6.844726	7.023389	6.627031	7.697709	7.700603	8.090351	7.769663	7.970364	7.746369	7.808481	7.383896	7.160518	7.474745	7.63495
202040_s_at	7.732498	7.459298	7.704813	7.385642	7.754837	7.644358	7.558749	7.274105	7.927103	7.815979	8.042282	7.918378	7.824294	8.049707	7.848171	8.00761	7.876191	8.170732	8.062883
202041_s_at	7.875895	8.09462	8.139277	8.240409	8.032427	8.089191	7.872253	7.945182	7.844274	7.708881	7.660278	7.368876	7.653723	7.696262	7.629169	8.239481	7.906214	7.785082	7.742529
202042_at	8.03733	8.3046	8.067439	8.281343	8.15502	7.984534	7.909242	8.099588	8.044069	8.212898	8.094772	8.107718	8.255859	8.061886	7.993156	8.058687	7.969209	7.838964	7.932047
202043_s_at	7.400754	7.480206	7.493534	7.798972	7.345912	7.346132	7.38912	7.426894	7.068894	6.909504	6.52441	6.699409	6.93036	6.748696	6.519769	7.366474	7.051401	7.209575	6.993977
202044_at	5.034209	4.946129	5.21482	4.988631	5.122994	5.135375	4.930765	5.17964	4.97516	5.140299	4.93135	4.850721	4.930518	5.05971	5.179304	5.026613	4.889933	5.017303	4.936925
202045_s_at	5.390541	4.863266	4.916618	5.028392	5.325836	4.942552	5.272146	5.194666	5.535428	5.311918	4.974759	5.179059	5.098769	5.24134	5.273901	5.379647	5.123157	4.981225	5.207923
202046_s_at	4.839894	5.041345	4.759961	4.983613	5.127244	5.07904	5.046762	4.942916	4.753376	4.854003	4.720881	4.777317	4.878532	4.669808	4.721596	4.427784	4.511009	4.420856	4.350995
202047_s_at	6.621801	7.034275	6.599015	6.631261	6.745429	6.526996	6.759054	6.723048	6.529742	6.923735	6.659396	6.654763	6.878414	6.608155	6.466105	6.311668	6.372564	6.411445	6.4202
202048_s_at	4.86356	4.890754	4.870224	4.835488	5.049042	4.48136	4.86697	4.735896	4.858157	4.419991	4.908157	4.423547	4.735896	4.882259	4.886509	4.484277	4.527062	4.626415	4.563177
202049_s_at	7.760227	7.752072	7.91124	7.703337	8.000218	7.822126	7.84315	7.830345	7.777181	7.823699	7.878475	7.855035	7.842071	7.714862	7.693608	7.786654	7.728517	7.622764	7.525042
202050_s_at	5.224354	5.323655	5.150354	5.052935	5.454312	5.254677	5.363688	5.109252	5.665231	5.685348	5.429363	5.610086	5.750244	5.543144	5.498202	5.317315	5.336466	5.744934	5.299102
202051_s_at	6.624883	6.746061	6.771152	6.731329	6.703569	6.836951	6.818056	6.745181	6.978376	6.571623	6.871998	6.771572	6.720798	6.596237	6.756303	6.808808	6.850747	6.594915	7.05193
202052_s_at	9.1282	9.226633	9.196604	9.274508	9.079452	9.077819	9.037931	8.882996	9.182095	9.186002	8.964689	8.795913	9.009472	8.881743	9.11342	9.118448	8.951107	9.09352	9.028209
202053_s_at	10.05224	10.17834	10.12438	10.13709	9.998087	10.0682	10.0885	10.03791	10.10466	10.04286	10.03877	9.759154	9.681532	9.7189	10.06293	10.11431	10.0885	9.713371	9.582299
202054_s_at	8.550955	8.280428	8.39414	8.564328	8.610958	8.201263	8.424253	8.527061	8.363331	8.377085	8.808502	7.795348	8.387104	8.015625	8.659007	8.504519	8.601674	8.204812	8.151594
202055_at	7.596117	7.943837	7.603824	7.854795	7.573337	7.651901	7.589042	7.604638	7.418561	7.439563	7.430839	7.62485	7.536248	7.69511	7.247457	7.509993	7.489938	7.538106	7.636752
202056_at	5.990053	6.674961	6.264794	6.058121	6.017758	6.315153	6.00101	5.921432	6.080464	5.910411	6.232234	6.108564	6.325054	6.185946	6.073462	5.991746	6.286619	6.494758	6.687727
202057_at	4.500473	4.511976	4.667019	4.507151	4.535692	4.528382	4.554782	4.437364	4.682763	4.663775	4.788148	4.593768	5.014609	4.526386	4.895208	5.005863	5.11997	4.772955	4.947639
202058_s_at	7.945749	8.170135	8.055186	8.155188	7.877543	8.1983	7.91336	7.923571	7.141648	7.485171	7.081869	7.3285	7.309967	7.650271	7.393472	7.280743	7.540188	7.393847	7.231137
202059_s_at	8.139359	8.275198	8.284923	8.17034	8.176193	8.159483	8.135658	8.176193	7.963068	8.021554	8.111789	8.046764	7.889366	8.032	8.090416	8.183242	7.941603	7.976756	7.789049
202060_at	6.619409	6.794509	6.707758	6.61302	6.548534	6.799316	6.617196	6.774676	6.480458	6.552585	6.458061	6.363626	6.429436	6.713971	6.553795	6.61302	6.723752	6.195838	6.649741
202061_s_at	9.46917	9.396235	9.52472	9.145185	9.331327	9.697876	9.743479	9.671289	9.734854	9.810733	9.806418	9.990252	9.990647	10.13339	9.967144	9.91086	9.694828	9.951371	10.08579
202062_s_at	6.873778	7.299921	6.969688	6.847649	6.628396	7.638434	7.459763	7.344289	7.016481	7.303861	7.121047	7.232755	6.92881	7.877123	7.040068	7.305185	7.405437	7.278945	7.743768
202063_s_at	3.950984	3.899058	3.846842	3.980122	3.898489	3.997364	4.00701	3.950984	3.985899	4.013851	3.863417	4.034621	3.968388	3.982342	3.844123	3.913017	3.868686	3.977036	3.950984
202064_s_at	7.729015	8.01188	7.809416	7.827918	7.503129	8.280608	8.354539	8.242893	7.976924	8.000567	8.02279	7.996212	8.127888	8.73155	8.181356	8.04485	8.390735	8.369314	8.275571
202065_s_at	6.012568	6.210316	6.219874	6.354493	5.967355	5.854952	6.177722	6.3417	6.023034	6.063859	5.942117	6.091815	6.152484	6.178791	6.065077	5.603304	5.922658	5.538085	5.905177
202066_at	7.716018	7.763568	7.824919	7.709891	7.855285	7.735579	7.728386	7.762471	7.816048	7.936938	8.069676	8.065226	8.00973	7.883173	8.073545	8.264725	8.023661	8.033678	8.235776
202067_s_at	9.23772	8.664328	8.904811	8.836688	9.088872	9.121366	9.222025	9.144606	8.908941	8.935366	9.361471	9.29043	9.641186	9.546101	9.035559	8.284572	8.410502	8.89108	9.079939
202068_s_at	10.1251	9.638479	9.649389	9.730519	10.26241	9.906252	10.21437	9.933681	9.645337	9.980113	10.22619	10.24019	10.57123	10.39178	10.04804	9.667985	9.790869	10.0274	10.57133
202069_s_at	7.048375	7.4131	7.032276	7.445003	7.051541	7.232648	7.059153	7.141948	6.713025	7.076118	6.666574	6.490165	6.940791	6.889963	6.608554	7.323951	7.180665	6.941191	7.047674
202070_s_at	5.339643	5.417689	5.372219	5.49495	5.25367	5.423791	5.351959	5.339643	5.112965	5.264669	5.339643	5.534857	5.531589	5.339643	5.385285	5.388844	5.424913	5.237441	5.541135
202071_at	9.90844	9.787397	9.90031	9.811612	9.993235	10.07793	10.08376	9.926599	10.46912	10.29041	10.38119	10.67204	10.78798	10.40813	10.54099	10.40684	10.46806	10.8179	10.82213
202072_at	7.579916	7.516891	7.366874	7.495272	7.238278	7.548251	7.411085	7.592294	7.483157	7.271678	7.250543	7.180845	7.140726	6.992747	7.172038	7.357234	7.283838	7.306603	7.332568
202073_at	6.255054	6.293693	6.308301	6.333999	6.429507	6.132872	6.15532	6.072166	6.136702	6.242132	6.184298	5.944481	6.372226	6.031265	6.353999	6.156602	6.315951	6.482735	6.528016
202074_s_at	8.808886	8.849348	8.813063	9.013893	8.978909	8.609739	8.610653	8.789888	9.048613	9.012617	9.039355	8.825558	8.828983	8.801229	8.902633	9.017973	8.983392	8.817958	8.944986
202075_s_at	7.200634	6.794425	7.324023	7.26996	7.317972	7.248279	7.721094	7.613296	7.788415	7.867206	7.773299	8.166231	8.061651	8.159325	7.943672	7.620993	7.762756	7.629422	7.46855
202076_at	8.954691	9.020025	8.81498	9.012593	8.935802	9.023943	9.022414	8.818186	8.752038	8.983294	8.875588	8.925249	9.068328	8.901935	8.897088	9.012999	9.34095	9.176225	9.322451
202077_at	9.655254	9.735055	9.709154	9.873328	9.683612	9.669238	9.588545	9.597856	9.388509	9.176255	9.210624	9.120009	9.213543	9.262753	9.297568	9.357098	9.267867	9.132167	9.409606
202078_at	8.191535	8.482718	8.260572	8.510662	8.218552	8.215757	8.235754	8.364048	7.712693	7.821781	7.504596	7.592923	7.391519	7.563674	7.596416	8.102615	7.944902	7.827245	7.664265
202079_s_at	6.381269	6.273458	5.80934	6.270133	6.278754	6.070886	6.476945	6.251158	7.187183	6.877254	7.13353	7.188639	7.290514	6.952129	7.135183	7.208199	6.381269	6.920151	7.30428
202080_s_at	6.825183	6.673909	6.833471	6.570323	6.851285	6.613419	6.706701	6.623566	7.609814	7.554883	7.945066	7.348376	7.435702	7.511832	7.695753	7.447272	7.249172	7.483981	7.353536
202081_at	10.00321	10.34588	10.21908	10.10388	10.29333	10.23964	10.35247	10.07547	8.941609	9.001245	9.326335	9.318351	9.348467	8.916092	9.075217	8.941087	9.209241	9.134304	9.221078
202082_s_at	5.740212	5.997097	5.923587	6.269864	6.526304	6.147209	5.840625	5.969052	5.771605	5.552505	5.725195	6.151582	6.022849	5.952321	5.729311	5.74639	6.298408	5.95031	5.649398
202083_s_at	5.845086	6.195788	5.528431	6.224023	6.165304	5.746426	5.604313	5.845086	5.395086	5.717514	5.547102	5.845086	5.770724	5.757798	5.699506	5.676687	5.85498	5.670627	5.70623
202084_s_at	8.999743	9.110072	9.17756	9.008428	9.18944	8.822301	8.908311	8.778822	8.906405	8.979498	8.933476	9.141479	8.631222	8.781448	8.876033	8.715291	8.880001	8.66556	8.333135
202085_at	9.20667	9.269832	9.2763	9.335764	9.409008	9.345386	9.414259	9.236959	9.427433	9.242388	9.508503	9.481408	9.527528	9.312949	9.355492	9.544066	9.563273	9.433079	9.601148
202086_at	6.720191	6.353642	5.789431	6.092905	6.545027	6.550922	5.93958	6.482203	5.720063	5.77529	6.54238	6.034494	5.793654	6.047746	5.577608	5.82303	5.990102	5.884478	5.800848
202087_s_at	8.423589	7.891733	8.299812	8.163528	8.281532	8.613196	8.631899	8.573994	8.3891	8.382935	8.337689	8.519367	8.529199	8.656983	8.544038	8.661588	8.527768	8.464025	8.425268
202088_at	10.92843	10.90707	10.88564	10.73153	10.67123	11.11251	11.09127	10.94288	11.25956	11.17094	11.23838	11.24187	11.36968	11.42927	11.41683	11.25319	11.36397	11.2319	11.57809
202089_s_at	10.24502	10.13163	10.0958	10.00587	9.879539	10.46737	10.55497	10.39367	10.33638	10.47542	10.59225	10.54104	10.47855	10.60045	10.45963	10.38217	10.45359	10.58668	10.67293
202090_s_at	9.704364	9.664968	9.661402	9.800062	9.718687	9.643188	9.400465	9.458638	9.386507	9.153916	8.867848	8.775071	9.076907	9.0478	9.166056	9.308306	9.265653	8.856694	9.155421
202091_at	4.163213	4.149583	4.006686	4.065874	4.079173	3.964233	4.059253	4.102684	4.070899	4.130144	4.391387	4.186769	4.09939	4.041664	3.928653	4.125248	4.497595	4.320276	4.311303
