!Sample_title	PI3K_1	PI3K_2	PI3K_3	PI3K_4	PI3K_5	PI3K_6	PI3K_7	PI3K_8	GFP_1	GFP_2	GFP_3	GFP_4	GFP_5	GFP_6	GFP_7	GFP_8	GFP_9	GFP_10	GFP_11
210514_x_at	9.271145	9.36903	9.40684	9.338753	9.550905	9.386874	9.444582	9.578761	9.206804	9.350167	9.261913	9.305189	9.224529	9.333977	9.349067	9.15259	9.031201	9.196921	9.162537
210515_at	4.567924	4.339473	4.68646	4.582844	4.806968	4.536335	4.489315	4.643679	4.808602	4.526687	4.57949	4.783184	4.774025	4.673016	4.924827	4.715463	4.391691	4.457255	4.436917
210516_at	4.25554	4.191921	4.119958	4.165771	4.0507	4.179699	4.183623	3.989108	4.24472	4.157681	4.350715	4.055789	4.169253	4.128998	4.129822	4.268886	4.317523	4.329806	4.187006
210517_s_at	8.419845	8.58464	8.352551	8.36658	8.269075	8.733956	8.559352	8.38035	9.045641	9.263123	8.923641	9.407566	9.253623	9.22854	9.259987	8.904669	9.300205	9.424685	9.183861
210518_at	4.010586	3.993452	4.034691	3.983006	3.867161	3.914023	4.115879	3.983006	3.971919	4.09484	3.927881	4.096188	3.873699	3.99788	3.975988	3.983006	3.942645	3.979189	3.955482
210519_s_at	10.22799	10.00513	10.08918	10.35596	10.08785	10.0005	10.14069	10.12479	9.146772	9.115064	9.006415	8.994467	9.022743	9.021923	9.169518	9.239825	9.253879	8.931255	8.888479
210520_at	4.057897	4.089016	4.107599	4.108735	4.057236	3.928601	4.107599	4.132432	3.960559	3.979872	4.023835	4.150358	4.156592	4.306577	4.242443	4.15729	4.07979	4.054331	4.107599
210521_s_at	3.748716	3.61654	3.923813	3.829226	3.685301	3.668874	3.609139	3.818973	3.652298	3.814949	3.964303	3.904347	3.763876	3.830932	3.761456	3.797347	3.845066	3.899706	3.861596
210523_at	4.762225	5.173316	5.044517	4.929784	4.894546	4.945381	5.07346	4.894546	4.677148	4.900587	4.638767	4.738669	4.894546	4.923989	4.894546	4.670342	4.857747	4.535441	4.806194
210524_x_at	5.886184	5.956779	5.713802	5.895708	6.138242	5.800097	5.839336	5.832827	5.733229	5.677268	5.451916	5.390099	5.574265	5.673934	5.351015	5.607162	5.563587	5.391406	5.324587
210525_x_at	4.129072	4.093521	4.005817	4.000987	4.067749	3.869944	4.112052	3.959763	4.225925	4.025735	4.303202	4.348149	4.224907	4.293425	4.096363	4.19599	4.258637	4.282351	4.351903
210527_x_at	4.97958	5.067557	5.097298	5.011286	5.11022	4.784039	4.998841	5.083901	4.933541	5.127732	5.064632	4.960583	5.022216	4.910164	5.446461	5.099384	4.869752	4.886558	4.894629
210528_at	4.06272	3.979055	4.178512	4.067471	4.245411	4.18178	4.332278	4.258063	4.670372	4.349479	4.686897	4.499047	4.481279	4.435816	4.71507	4.375845	4.706573	4.883728	4.791075
210529_s_at	6.478553	6.454243	6.479045	6.488854	6.474865	6.67584	6.567276	6.784943	5.46482	5.604923	5.699178	5.753083	5.35443	5.623908	5.604256	5.057545	4.980685	4.962961	5.013037
210530_s_at	4.209299	4.313474	4.169074	3.985659	4.08159	4.322611	4.253511	4.121412	4.454961	4.399978	4.652568	4.408791	4.686188	4.644297	4.569349	4.121618	4.359745	4.226958	4.747025
210531_at	4.002756	3.803512	3.909751	3.874532	3.876885	3.867082	4.022313	3.976376	3.974577	3.846578	4.098137	3.97894	4.05236	4.14255	4.053019	4.064339	3.987638	4.114693	4.113319
210532_s_at	10.13139	10.50321	10.38347	10.5549	10.34071	10.26097	10.18565	10.27999	10.16153	10.0772	9.988596	9.950398	9.749228	9.990764	10.0088	10.21053	10.23723	10.01906	9.833542
210533_at	3.959779	3.996837	3.960521	3.97181	4.128204	4.039685	4.035808	4.035908	3.977495	3.951186	4.073849	4.160326	3.991605	4.083838	4.035908	4.040527	4.023576	4.092293	3.968765
210534_s_at	5.564304	6.055823	5.920236	5.792824	5.739512	5.779097	5.723278	5.907173	5.785128	5.508391	5.361517	5.405221	5.589916	5.723278	5.901892	5.884924	5.558794	5.539454	5.441081
210535_at	4.332744	4.231645	4.289171	4.273255	4.494802	4.049264	4.268536	4.283401	4.405474	4.346626	4.38474	4.358465	4.429989	4.389431	4.213254	4.226366	4.240041	4.467694	4.22447
210536_s_at	3.899896	4.029953	4.010306	4.035951	4.285875	4.125043	4.110196	4.152975	4.088206	4.127389	4.109461	4.322131	4.176657	4.328524	4.13305	4.12559	4.17992	4.012121	3.90685
210537_s_at	4.67257	5.006017	4.579549	5.009803	4.852644	4.891239	4.849033	4.995871	4.745681	4.612237	4.695328	4.746322	4.749607	4.745681	4.528665	4.407816	4.807795	4.663669	4.861246
210538_s_at	4.077435	4.283975	4.118435	4.299016	4.152342	4.183689	4.090218	4.17852	3.98027	3.786376	4.087517	4.071801	4.01994	3.984799	4.064649	3.989129	4.074533	3.979018	4.178297
210539_at	4.068142	4.191582	4.113024	4.023941	4.178554	3.994151	4.09324	4.09324	4.310112	4.202951	4.271037	4.281161	4.412934	4.181669	4.45207	3.988636	4.180068	4.352287	4.057184
210540_s_at	6.094633	6.004343	5.892683	5.8007	5.727054	6.355297	6.25405	6.156094	5.414312	5.680865	5.774607	5.423871	5.736112	6.096038	5.692533	5.865878	5.8094	5.699197	5.893444
210541_s_at	7.486885	7.428227	7.295119	7.37733	7.363351	7.539891	7.32584	7.390434	6.977714	7.251507	7.19878	7.12385	7.597551	7.211833	7.245971	7.039445	7.227207	7.084049	7.29689
210542_s_at	5.365127	5.575397	5.587315	5.238099	5.539321	5.60479	5.614285	5.459788	5.538958	5.761606	5.921345	5.634119	5.845543	5.455972	5.69986	5.458914	5.67272	5.742369	5.547164
210543_s_at	7.899359	7.556386	7.166611	7.433215	7.934403	7.74392	7.687676	7.660717	8.394305	8.293957	8.450064	8.42886	8.421119	8.210458	8.436347	8.402216	8.104794	8.326073	8.323222
210544_s_at	7.610448	7.330261	7.563181	7.441793	7.615269	7.300149	7.48332	7.402531	7.566465	7.369715	7.506229	6.816002	6.934305	7.100766	7.252577	7.479995	7.609084	6.908492	7.2804
210545_at	3.891907	3.932229	3.936277	3.970615	3.944616	3.834815	3.936277	3.936277	4.045826	3.863424	3.952938	3.974994	3.980117	3.924575	4.012483	4.124519	3.993139	3.90543	3.885118
210546_x_at	4.109362	4.075686	4.077891	4.088927	4.134431	4.025081	4.088927	4.028962	4.079934	4.206758	4.09213	4.048675	4.088927	4.268312	4.122156	4.079123	4.302052	3.895804	3.968347
210547_x_at	6.30449	6.521275	6.216774	6.457404	6.507803	6.274778	6.109487	6.071051	6.012815	5.638124	6.176072	6.234498	5.912386	5.958027	5.878634	5.715181	5.823746	5.862391	6.020928
210548_at	3.665107	3.691975	3.598833	3.713599	3.713599	3.695244	3.685502	3.640376	3.772826	3.638712	3.733721	3.733711	3.716822	3.769825	3.945201	3.889968	3.555186	3.713599	3.637212
210549_s_at	3.807164	3.803015	3.79004	3.888302	3.710246	3.66715	3.874272	3.772661	3.803015	3.829086	3.922089	3.816751	3.672273	3.795892	3.882929	3.927353	3.921876	3.803015	3.803015
210550_s_at	4.262532	4.193696	4.211684	4.28505	4.222273	4.112965	4.211143	4.238633	4.280105	4.337462	4.196387	4.171773	4.256061	4.318217	4.47476	4.144414	4.372813	4.270333	4.119693
210551_s_at	4.040814	3.874835	3.762306	3.967642	3.908955	3.879408	3.761077	3.908955	4.077893	3.902911	3.855803	3.892283	3.798913	3.908955	3.866512	3.982195	3.908955	4.057849	3.789137
210552_s_at	4.438415	4.319652	4.151621	4.215291	4.205705	4.087194	4.265896	4.265896	4.260741	4.075103	4.235626	4.12555	4.233208	4.205592	4.422714	4.27117	4.063534	4.411695	4.125128
210553_x_at	4.205233	4.201194	4.056332	4.218286	4.527803	4.228281	4.20967	4.113479	4.32489	4.147485	4.219973	4.368052	4.20591	4.219973	4.275352	4.354987	4.177917	4.292346	4.248361
210554_s_at	9.669219	9.916286	9.742353	9.850533	9.887865	9.78713	9.640616	9.690133	9.835234	9.711219	9.777292	9.802894	9.961175	9.667192	9.775612	9.676046	9.707603	9.434752	9.559128
210555_s_at	6.623595	6.548273	6.493671	6.41697	6.787456	6.518682	6.496474	6.401847	6.565211	6.406301	6.457753	6.608307	6.179716	6.170922	6.496975	6.048293	6.041289	5.610722	6.051757
210556_at	3.839806	3.754092	4.011606	3.889786	3.779721	4.019235	3.76151	3.879859	4.011024	4.011606	3.939741	4.184333	4.074796	4.002389	3.931595	4.113295	4.097333	4.371326	4.236592
210557_x_at	4.25947	4.518722	4.470678	4.34017	4.395322	4.327764	4.54247	4.43405	4.531879	4.44195	4.432274	4.536802	4.355733	4.263003	4.495391	4.461159	4.263003	4.302407	4.103847
210558_at	4.007261	3.957988	3.992511	4.155261	4.05777	4.008901	4.045768	4.018164	4.097004	3.941167	4.120828	3.734193	4.007261	4.100009	4.055606	3.939424	4.055748	4.106662	3.942098
210559_s_at	6.911789	6.993655	7.059394	7.059259	6.917572	6.479007	7.053895	7.074881	6.754877	6.833378	6.642147	6.571062	6.603369	6.639924	6.66011	6.979218	7.048322	6.978117	6.848752
210560_at	4.12318	4.111979	4.214882	4.263697	4.211846	3.995106	4.214882	4.051023	4.252526	4.123432	4.182793	4.207373	4.246446	4.228463	4.111721	3.993811	4.132987	3.93594	4.059257
210561_s_at	9.511963	8.718439	8.5914	8.175947	9.075327	9.154591	9.412512	8.844406	10.39598	10.25813	10.50003	10.41422	10.62729	10.42943	10.43697	10.16415	10.48458	10.2684	10.86482
210562_at	3.944413	4.151469	3.943776	4.135105	4.173048	4.176859	4.151469	3.984541	4.166655	4.107189	4.168998	4.292526	4.137552	4.034083	4.134528	4.0963	4.151469	4.336715	4.212341
210563_x_at	9.571262	9.776282	9.866566	9.828785	9.668993	9.824924	9.59091	9.60035	8.672512	9.040478	8.769052	8.856271	8.898192	8.85966	8.887387	9.007521	8.924625	8.990404	8.983259
210564_x_at	8.260075	8.341454	8.566936	8.415981	8.23954	8.517441	8.537622	8.524166	7.83036	7.884033	7.852424	7.39781	7.779641	7.820115	7.38773	7.819501	7.929791	7.887864	8.075113
210565_at	4.092262	4.030061	4.116862	4.093677	4.13309	4.060838	4.332329	4.260362	4.205014	4.021041	4.178366	4.230344	4.228314	4.139598	4.397389	4.403917	4.06967	4.241649	4.152393
210567_s_at	6.508608	6.94991	6.652494	6.934271	6.386711	6.67654	6.537188	6.547882	5.820731	5.545035	5.909106	5.767974	5.582184	6.329256	5.869139	5.971722	6.598979	5.787149	6.190169
210568_s_at	5.106474	5.058829	5.299106	5.129387	4.941401	5.227248	5.05291	5.127294	4.727485	4.923127	4.608401	4.491683	4.729901	4.932391	4.716282	4.448067	4.711542	4.637755	4.935037
210569_s_at	4.18233	3.993176	4.131837	4.161718	4.04424	4.111721	4.006348	4.156404	4.037858	4.280187	4.111721	4.312895	4.355132	4.162797	4.272077	4.220604	4.102056	3.883544	3.992272
210570_x_at	6.68132	7.035849	6.955591	6.955808	6.775115	6.753773	6.713872	6.882002	6.139551	6.143932	6.02937	6.325381	6.172173	5.783061	6.245321	6.056131	6.102353	5.843009	6.078803
210571_s_at	4.275306	4.275481	4.32966	4.421924	4.471647	4.206758	4.359296	4.42058	4.187391	4.411112	4.433864	4.314772	4.352757	4.422986	4.240449	4.367352	4.303084	4.733898	4.42058
210572_at	3.950262	3.95964	3.996159	4.036388	3.983429	3.782969	3.960998	4.072246	4.027814	3.947691	4.122684	3.987989	3.939253	4.052822	3.957122	4.030003	3.92496	4.205603	4.047308
210573_s_at	6.325963	6.92379	6.603246	7.047581	6.470528	6.658821	6.348038	6.42637	6.309792	6.226832	5.712823	6.229639	6.240571	6.16045	6.168415	6.115124	6.189476	5.759197	6.329883
210574_s_at	7.925487	8.027842	7.817613	8.00952	7.827543	8.021446	7.724431	7.850982	7.883111	7.936567	7.819584	7.884762	7.828377	7.753558	7.722155	8.038495	7.991092	8.030636	7.817947
210575_at	4.05852	3.896146	4.106933	4.070834	4.036321	4.023777	4.090336	4.082617	4.058799	4.028677	4.013054	3.995836	3.957869	4.049185	4.097358	4.174797	4.060945	3.954522	4.026346
210576_at	3.963208	4.012947	3.922714	4.103321	4.176068	4.11389	4.118185	4.149305	4.161867	4.141741	3.998201	3.92294	3.938942	4.124275	4.131796	4.261777	4.399297	4.042774	4.134235
210577_at	3.842067	3.959071	3.967353	3.922907	3.939539	3.825944	3.931989	4.005494	4.021657	4.005494	4.153897	4.161126	4.020597	4.083218	4.07433	3.892745	4.036992	4.018083	4.003011
210578_at	4.10215	4.05127	3.975473	4.05127	4.181846	4.204762	4.041818	4.086195	4.273869	4.010472	4.199637	4.231745	4.020647	4.10703	4.126165	4.005265	4.000235	4.099037	3.971989
210579_s_at	3.916582	4.000073	3.875579	3.89343	3.935687	3.836829	3.962921	3.938406	4.012338	4.063405	4.165278	3.855193	4.021675	3.979844	4.017361	3.983405	4.007627	3.873818	3.846057
210580_x_at	6.477132	5.941776	6.073283	5.948191	6.265296	6.386342	6.634461	6.184516	7.876927	7.641692	8.139481	7.732811	7.986444	7.842257	7.779166	7.959537	7.5019	7.71219	7.81519
210581_x_at	4.058268	4.139621	4.019792	4.187174	4.124571	4.019069	4.000214	4.227231	3.974686	4.176784	4.001078	3.911865	3.8773	3.783808	3.98723	4.06294	4.125238	4.072819	4.06294
210582_s_at	9.49814	9.246793	9.301899	9.241723	9.304864	9.40182	9.423494	9.201848	9.553764	9.399552	9.656422	9.588181	9.580513	9.360508	9.505809	9.292136	9.311322	9.37165	9.29414
210583_at	4.312175	4.195832	4.096782	4.097599	4.025693	4.003699	4.145743	4.126688	4.397501	4.071572	4.276181	4.314772	4.271385	4.239556	4.417315	4.155115	4.253582	4.280623	4.123292
210584_s_at	4.029055	4.161773	4.143712	4.178578	4.162313	4.121253	4.059168	3.899773	4.126893	4.131301	4.106205	4.155907	4.152514	4.220936	4.034216	4.098475	4.057365	4.003393	4.091068
210585_s_at	4.983328	4.946451	5.046904	4.954247	5.099684	5.145859	4.987017	4.90983	5.239222	5.088615	5.029709	4.997207	5.157844	5.17127	4.959318	4.43105	4.895049	4.557036	4.537136
210586_x_at	4.277621	4.282883	4.109851	4.050306	4.245151	4.294603	4.073012	4.130352	4.387038	4.149677	4.247067	4.415121	4.2687	4.247067	4.298712	4.389581	4.242975	4.19042	4.092037
210587_at	3.926438	4.038205	3.798691	3.902603	4.059675	3.851926	3.837137	4.071608	3.926406	3.744694	3.958082	3.899108	3.850525	3.844123	3.873199	3.793903	3.972332	3.977862	3.931421
210588_x_at	7.875164	7.91914	7.835021	7.91608	7.816856	7.897535	7.728199	7.813411	7.852325	7.557695	7.845905	7.805737	7.769565	7.915654	7.836763	8.018696	8.028817	7.962251	7.78186
210589_s_at	6.856544	6.740928	6.580752	6.520555	6.513124	6.870145	6.794105	6.853263	6.885175	6.774606	6.663302	6.588856	6.785251	6.991207	6.853443	6.807464	6.610994	6.581587	6.365113
210592_s_at	11.05291	10.98303	10.96477	10.92073	11.00577	10.94286	10.89547	10.88455	11.03502	11.01672	11.08283	11.05141	11.02168	10.9551	11.03546	11.0383	11.18346	11.01513	11.25426
210593_at	4.504068	4.392711	4.385992	4.402295	4.395539	4.490918	4.42906	4.416773	4.843235	4.766407	4.520721	4.506653	4.541248	4.495932	4.739492	4.385737	4.93919	4.633185	4.5104
210594_x_at	9.020636	9.20702	9.089371	9.254141	8.652469	9.653354	9.53756	9.275127	9.017317	9.135866	8.656177	8.798121	8.921037	9.23317	9.20702	9.022367	9.20702	8.80566	8.944223
210595_at	4.066374	3.970702	4.106536	3.926215	3.948071	3.93523	3.961773	4.003805	3.890398	4.045984	3.99048	4.089136	3.970702	4.004519	4.081261	4.105946	3.98965	4.034883	3.932398
210596_at	6.416169	6.658404	6.222065	6.205294	6.515242	6.568871	6.503134	6.589124	6.266819	6.618926	6.388721	6.727769	6.334892	6.213405	6.574166	6.701262	7.010937	6.955701	7.01614
210597_x_at	4.716198	4.570743	4.809368	4.453775	4.455514	4.590849	4.897606	4.787037	4.71387	4.765964	4.801908	4.798186	4.777417	4.845762	4.953485	4.601192	4.326856	4.628213	4.449033
210598_at	4.354865	4.484072	4.763561	4.23337	4.329476	4.264692	4.503276	4.646148	5.308647	5.010521	5.409501	5.941285	5.402843	5.037906	4.899163	4.808331	5.146304	5.30578	5.5557
210599_at	4.018534	4.085716	4.066778	4.14287	3.996294	4.15499	4.060147	4.124617	4.226577	4.188727	4.233157	4.307945	4.028888	4.227558	4.35552	4.380762	4.184127	4.165672	4.133916
210600_s_at	3.830699	3.738142	3.851421	3.848817	3.913941	3.897815	3.988456	3.950541	4.109331	3.817744	4.084982	3.978374	4.027361	3.955442	3.9304	3.913017	3.913941	3.992947	3.994955
210601_at	4.731293	5.013734	4.956872	4.933878	4.770098	4.711716	4.781428	5.007825	5.240631	5.007825	5.303153	5.440127	4.996212	5.094458	5.150941	4.936863	5.107734	5.511361	5.132246
210602_s_at	3.93301	4.248818	4.221519	4.048079	4.114913	4.229099	4.216619	4.25259	4.176145	4.094187	4.102269	4.090949	4.022749	4.218782	4.095838	4.547395	4.144926	4.45059	4.259671
210603_at	3.81893	3.996658	3.986993	3.999075	3.999993	3.971047	3.764065	3.928369	4.051368	4.142719	4.039466	4.045391	3.999993	4.039721	3.993816	3.950667	3.976922	3.978448	3.958987
210604_at	3.859746	4.078254	3.924309	3.848236	4.06342	3.871831	3.875767	3.894643	3.983102	3.902009	3.964303	4.021444	3.968388	3.917332	4.11014	4.11565	4.264657	4.071312	4.013681
210605_s_at	7.548998	7.351434	7.334723	7.424896	7.425412	7.387496	7.636627	7.658939	6.964857	7.189922	7.263174	7.377839	7.462801	7.136115	7.284919	6.804925	7.284413	6.975255	7.095198
210606_x_at	4.076614	4.168087	4.190713	4.295599	4.163661	4.076523	4.16635	4.139573	4.2654	4.192626	4.232907	4.144888	4.192626	4.332835	4.076755	4.146948	4.261431	4.290594	4.136863
210607_at	4.189218	4.129563	4.099917	4.15637	4.357596	4.063284	4.118786	4.121902	4.259183	4.135844	4.168984	4.180788	4.095798	4.261459	4.139822	4.033656	4.098111	4.104928	4.111436
210608_s_at	5.395337	5.501671	5.485856	5.216227	5.542258	5.466274	5.572314	5.518648	4.836708	4.62334	4.884432	4.848772	4.902576	4.67038	4.734844	4.851295	5.091994	5.006193	5.283218
210609_s_at	9.50829	9.580452	9.547452	9.694041	9.582954	9.613366	9.315643	9.442139	9.371139	9.478998	9.73969	9.521323	9.649087	9.730536	9.476563	9.582954	9.598193	9.710103	9.500815
210610_at	4.322767	4.279261	4.259762	4.494482	4.352961	4.152451	4.395056	4.334967	4.499773	4.51903	4.819772	4.320837	4.391136	4.441812	4.394285	4.166028	4.37628	4.227057	4.271707
210611_s_at	3.935767	4.080439	3.972266	4.06635	4.089355	4.083451	4.0884	4.152303	3.954962	3.911937	3.989394	4.196514	4.017684	4.105822	4.029236	3.877921	4.110291	3.991833	4.032518
210612_s_at	4.790809	4.62334	4.642125	4.486242	4.603188	4.837325	4.712049	4.870922	4.340404	4.441612	4.253016	4.301478	4.478583	4.543711	4.14614	4.810617	4.595287	4.602648	4.905002
210613_s_at	4.871542	4.771614	4.778112	4.898198	5.043694	4.987809	5.266379	5.219249	4.476504	4.629245	4.614701	4.939518	4.664307	4.737615	4.770882	5.049753	4.533169	4.544419	4.61252
210614_at	3.672237	3.730531	3.712929	3.739177	3.799377	3.67878	3.640995	3.6581	3.612761	3.728133	3.695463	3.721903	3.807891	3.711068	3.755719	3.852832	3.566684	3.68929	3.645885
210615_at	4.337243	4.317523	4.288455	4.162192	4.393219	4.44679	4.379914	4.228692	4.582047	4.27232	4.746883	4.4681	4.453423	4.693981	4.322395	4.458753	4.268915	4.517437	4.348021
210616_s_at	9.944888	9.729636	9.877979	9.768223	9.829458	9.700927	9.877924	9.814288	9.650157	9.565906	9.697501	9.485233	9.51462	9.535213	9.442763	9.524312	9.535293	9.537499	9.44403
210617_at	4.477123	4.540759	4.478774	4.423713	4.463057	4.35465	4.64441	4.34769	4.72489	4.602019	4.643443	4.529086	4.601414	4.698079	4.635091	4.65373	4.552008	4.522449	4.403218
210618_at	4.355125	4.452442	4.251058	4.243602	4.190786	4.244239	4.23759	4.34619	4.251058	4.140836	4.238463	4.385857	4.237384	4.338564	4.225582	4.46418	4.251058	4.262573	4.296341
210619_s_at	4.595552	4.344508	4.472788	4.562393	4.668292	4.510288	4.652412	4.578985	4.369189	4.464255	4.518542	4.493265	4.589946	4.504278	4.518542	4.307058	4.549428	4.4076	4.367783
210620_s_at	6.100144	6.195293	5.932709	6.107446	6.039161	6.280513	5.927608	5.997162	5.524226	5.740998	5.65793	5.526954	5.757519	6.114794	5.270769	5.706355	5.84751	5.441248	5.523534
210621_s_at	8.638814	8.583755	8.647519	8.508932	8.670009	8.593966	8.829569	8.59654	8.700953	8.85774	9.082983	9.008405	8.931409	8.81015	8.784326	8.836357	8.846657	8.703559	9.145256
210622_x_at	6.771643	6.161133	6.24681	6.624672	6.339832	6.459907	6.615194	6.282701	6.883025	6.705512	7.154862	6.863893	7.450921	6.881451	6.810306	6.481307	6.082378	6.50829	7.08397
210623_at	4.155017	4.141716	4.014095	4.079399	4.107716	4.137353	3.975418	4.065599	4.427511	4.369913	4.331151	4.501791	4.224558	4.322442	4.326134	4.746692	4.501997	4.334728	4.459905
210624_s_at	7.224839	7.295079	7.24061	7.095759	7.219662	7.529483	7.32119	7.429928	7.509535	7.086624	7.662534	7.738138	7.600228	7.783067	7.542837	7.351784	7.300389	7.492453	7.55116
210625_s_at	7.198274	7.106897	6.852939	7.195652	6.956864	7.45091	7.252265	7.367153	7.050271	6.877804	7.179953	6.936033	7.155725	7.153298	7.395864	6.428561	6.956864	6.712812	7.005522
210626_at	4.529571	4.449986	4.316481	4.492521	4.514462	4.364684	4.437306	4.26301	4.536463	4.565179	4.498847	4.620989	4.570266	4.554185	4.609862	4.471489	4.433718	4.435461	4.521427
210627_s_at	7.701703	7.509148	7.519659	7.185231	7.507913	7.733138	7.979268	7.817199	8.069237	8.098768	8.555648	8.151281	8.457586	8.359474	7.981661	8.068327	7.871583	7.974535	7.933863
210628_x_at	5.262877	5.188226	5.275007	5.308526	5.381489	5.280433	5.348348	5.401765	5.34966	5.603378	5.466045	5.584458	5.395086	5.43886	5.306751	5.22675	5.095336	4.925051	5.207923
210629_x_at	4.045304	3.94184	4.352325	4.182134	4.072125	4.170728	4.045304	3.903609	4.232321	3.961151	4.135163	4.250231	4.182396	4.044435	3.946765	3.986143	3.982832	3.904797	4.045304
210630_s_at	4.120461	4.466809	4.540252	4.415238	4.353642	4.339943	4.336965	4.212839	4.378891	4.443232	4.834147	4.723617	4.578798	4.689744	4.44709	4.380877	4.27056	4.942369	4.759895
210631_at	4.105867	4.075217	4.284391	4.191399	3.970075	4.392805	4.156303	4.088927	3.794684	3.957975	3.506738	3.912142	3.86823	4.087677	4.01491	4.002063	4.153193	3.967079	4.087677
210632_s_at	4.065195	3.90887	4.23733	4.048496	4.092375	4.252134	4.073231	4.206435	4.27115	4.053979	4.278422	4.067875	3.962583	4.018706	3.991014	4.12354	4.053979	4.053979	4.048495
210633_x_at	7.829091	8.107256	8.224037	8.11846	8.009941	7.987032	7.835271	7.80888	8.206902	8.380064	8.810638	7.623195	7.91928	7.66458	8.217112	8.289148	8.435699	7.963435	8.363236
210634_at	3.987606	3.987541	3.915298	3.922907	4.192352	4.071892	4.022647	3.892591	3.976351	4.105908	3.977702	4.011925	3.90543	3.996297	4.075636	4.022647	4.134408	4.118588	4.045768
210635_s_at	6.199834	6.293804	6.32643	6.285704	5.860344	6.410859	6.144311	6.435137	5.984369	6.033951	5.947885	6.100308	5.765937	5.980734	5.73071	5.885519	5.523253	5.464122	5.910384
210636_at	4.121356	4.04292	4.198195	3.825117	3.924152	3.962584	4.052148	4.193182	4.172558	4.22365	4.115879	4.033399	4.018571	3.977172	4.05095	4.367285	4.188547	4.145201	4.073284
210637_at	4.780056	4.774955	5.063823	4.532256	4.509023	4.330245	4.757989	4.746695	4.931071	4.705268	4.897638	5.017978	4.779197	5.21943	4.896265	4.855382	5.031041	4.986425	4.690659
210638_s_at	7.898698	7.805119	7.871789	7.788017	7.748349	7.872596	7.873845	7.660466	8.364581	8.251072	8.512232	8.208553	8.389158	8.40027	8.367245	8.447071	8.565086	8.387089	8.380726
210639_s_at	6.321834	6.691204	6.38865	6.608374	6.427449	6.766301	6.214796	6.231388	5.225043	5.51719	5.153749	5.555093	5.05761	5.653918	5.45674	6.041382	6.055846	5.441082	5.704434
210640_s_at	4.508738	4.241664	4.268099	4.402797	4.529683	4.126133	4.47853	4.346227	4.432045	4.767093	4.434635	4.450548	4.638797	4.4708	4.383389	4.544407	4.39735	4.471419	4.764068
210641_at	4.14697	4.110213	4.075366	4.000633	4.181933	3.954425	4.13158	3.964146	4.075366	3.991532	4.152212	4.179233	4.119615	4.085893	3.816121	4.009988	4.217061	4.091413	4.110917
210642_at	3.952894	3.949462	3.978754	3.968606	3.933016	3.967966	4.074796	3.952619	4.251058	3.969465	4.169113	4.068851	4.011436	3.993268	4.086302	4.296355	3.853906	3.920477	4.098887
210643_at	3.959727	4.031354	4.122206	4.096112	4.219994	3.939889	4.040925	4.076566	3.907903	4.130773	4.135587	3.860628	3.953588	4.095798	4.007411	4.008849	4.20669	4.117866	4.200227
210644_s_at	3.975734	3.95827	3.926471	3.914762	3.800649	3.981565	4.004264	3.856906	3.925864	3.777973	3.908315	3.874876	3.828748	3.907923	3.940913	3.834369	3.995179	4.11837	3.958775
210645_s_at	8.572557	8.350163	8.388297	8.417619	8.735365	8.257655	8.223319	8.142462	8.098142	8.210763	8.627136	8.308129	8.396408	8.090368	8.151148	8.113631	8.3635	8.170957	8.388297
210646_x_at	12.85019	12.85897	12.84738	12.938	12.95021	12.91046	12.86905	12.7871	12.87306	12.85149	12.83466	12.87751	12.80626	12.87962	12.87743	12.88684	12.95148	12.91164	12.87962
210647_x_at	5.226997	4.949253	5.176027	4.814523	5.18831	5.150715	5.295001	5.305463	5.834336	5.653445	5.695733	5.354903	5.183034	5.87995	5.424163	5.412765	5.370322	5.324553	5.226027
210648_x_at	10.14829	10.36295	10.36438	10.26206	10.20271	10.19733	9.844598	9.964262	9.826006	9.534775	9.619829	9.42936	9.4001	9.574376	9.832184	9.86251	9.949389	9.55026	9.43879
210649_s_at	6.174298	5.990684	5.906067	5.88296	6.574924	6.057739	6.322997	6.14399	6.675315	6.433198	6.721278	6.959986	6.891426	6.14399	6.72961	6.390458	6.023123	6.110025	6.30641
210650_s_at	3.99141	3.904029	4.012336	3.761968	3.920223	3.962584	3.693619	3.90417	4.098797	3.995667	3.899637	3.990416	3.686692	4.154413	3.932021	4.041	4.110607	4.114662	4.197704
210651_s_at	6.238739	5.837706	6.131498	6.016029	6.065444	6.07668	6.305907	6.086814	6.180119	6.412727	6.291785	6.18439	6.034595	6.190702	6.347954	6.069186	6.113476	6.07845	5.970019
210652_s_at	4.045051	4.022879	4.042545	4.099045	4.042545	4.200267	4.104549	4.257754	4.323616	4.057856	4.081816	3.939424	3.894471	3.965137	3.949525	3.989601	3.962571	4.034464	3.992248
210653_s_at	5.125173	5.341757	5.084024	5.237099	5.142537	5.257691	5.157948	5.330044	4.611176	4.915385	4.663723	4.849595	4.321795	4.579192	4.723062	4.860448	4.58088	4.363139	4.760967
210654_at	4.561881	4.665466	4.467196	4.411486	4.422118	4.919432	4.625018	4.57477	4.995005	4.982251	5.018839	4.85583	5.035874	5.573011	5.192427	4.848516	4.693129	4.77282	4.707833
