	GFP-1	GFP-2	GFP-3	GFP-4	GFP-5	GFP-7	GFP-8	GFP-10
PPCS	4.66615996770044	4.6093836930647	4.75083029031296	4.75720273282586	4.70359770074429	4.73227968185758	4.73158601728918	4.81647402776301
CCDC30	0.79302335731885	0.720429831834772	0.753003818834144	0.676855157959464	1.227994308759	0.571914790556756	0.70624152821435	0.77278007448154
PPIH	3.89066696935634	3.71750669008087	3.9276003602916	4.18231463449445	4.70741550440691	3.94359761379628	4.00734191522588	4.5506159619847
YBX1	8.96901714365825	9.05209553729745	9.06101347030247	8.84240401906785	9.07625715656119	9.03701797611211	8.97864433965462	9.1481212855313
CLDN19	0.161125143328163	0	0	0	0.194493370280096	0.34058461439204	0.125029561330387	0.237857304324339
LEPRE1	6.78518389757835	7.06951590456514	6.8361618233963	6.64001269877069	7.0195724853379	6.82292498226274	6.82825994160119	6.89002276602618
C1orf50	4.43871685004057	4.41796302998017	4.66409098380752	4.3089065073038	4.30592878854702	4.49814756844115	4.47273722360305	4.40785429884286
LOC100129924	0.19449416259156	0.210407162972147	0	0.249347651860008	0.435691861068704	0.354755151144511	0.413300237197486	0.336529138951657
CCDC23	4.66425647725435	4.74007688482744	4.68394045768117	4.40732251164408	4.63726908461255	4.66568087902872	4.65015348072052	4.76623662067364
ERMAP	3.82100104998565	3.76214972763265	3.96360444954229	3.84330786553227	3.92216821285637	3.91953947465686	3.6921541015873	3.84720030445015
ZNF691	3.1956533158551	2.94488493483475	2.82926306554608	3.22371843651825	3.09122896319374	2.84052298606709	2.98317186615077	3.18650777693543
LOC339539	0.163465376133242	0.0912087588754541	0.0896625049079297	0.108918494209771	0	0.367003907944515	0.27121289175214	0.149514526942459
SLC2A1	7.04995128199701	7.0370687863194	6.89195102993963	7.09684843818585	6.97164382642469	6.94696378907471	7.16376460099192	7.03269250525033
SLC2A1-AS1	0.589641965571284	0.497693070167923	0	1.31325574045276	0.944856721483641	0.572983667531261	0.903304576281727	0.298375407243641
FAM183A	0.866493856076966	1.13366998107354	1.61034255800869	0.780272330302479	0.417023469942577	0.613567162955051	1.17725924169124	1.90586261480586
EBNA1BP2	6.88774555044917	6.93710862488433	7.03584772912801	7.0033035171344	7.69787729018091	7.12774158879518	7.14470300007591	7.60966482794641
WDR65	0.288498251077402	0.202288774556243	0	0.100772133076646	0.715598267864662	0.180938093183365	0.172749578037698	0.564152366775253
TMEM125	4.43648683304284	3.86471893449976	3.86645000314667	4.21329500379937	3.615258151245	3.49568760641383	3.81296314549699	3.63495383369515
C1orf210	3.43902846963714	2.89274244914139	3.3103973001691	3.12473857853786	2.95554185403645	2.94510490511861	3.0008226112209	3.2913623597319
TIE1	0.972286122019258	1.61085185081277	1.82845448110679	0.914508863550197	1.12098014670029	1.72481220238768	1.90432735100895	0.856528345008022
MPL	0.108147424436454	0.117281252991088	0.272644510494812	0.267266072066364	0.0670051835943166	0.154154561109633	0.123616003921191	0.278044893200523
CDC20	1.3841746854946	2.2003352175854	2.12161504855692	1.22000646673683	2.89100795454444	1.71886081322837	1.65203278958114	3.16107081643217
ELOVL1	7.19342168537449	7.21952473402261	6.99546936229545	7.23492830570501	7.22159672662312	7.28792599787149	7.25392659107594	7.22679317213126
